ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
102;CAJAMARCA;CHOTA;ANGUIA;IE 10470 VICTOR A. SANCHEZ OLANO;012046;109;3;112;0;0;0;112;217
103;CAJAMARCA;CHOTA;ANGUIA;IE ARTURO OSORES CABRERA;012040;180;0;180;0;7;0;187;300
104;CAJAMARCA;CHOTA;CHALAMARCA;IE 10892 JOSE FREDESVINDO VASQUEZ ACUÑA;012276;235;1;236;0;7;0;243;300
105;CAJAMARCA;CHOTA;CHIGUIRIP;IE FRANCISCO CADENILLAS GALVEZ;012096;160;1;161;0;23;0;184;283
106;CAJAMARCA;CHOTA;CHIMBAN;IE 10509;012102;150;1;151;0;9;0;160;300
107;CAJAMARCA;CHOTA;CHIMBAN;IE 10509;012103;161;0;161;0;4;0;165;300
108;CAJAMARCA;CHOTA;CHIMBAN;IE RAUL PORRES BARRENECHEA;012105;70;2;72;0;2;0;74;250
109;CAJAMARCA;CHOTA;CHIMBAN;IE RAUL PORRES BARRENECHEA;012106;104;1;105;0;1;0;106;249
110;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012261;119;2;121;0;2;0;123;279
111;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012262;144;1;145;0;1;0;146;279
112;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012263;160;3;163;0;1;0;164;279
113;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012264;127;1;128;0;6;0;134;279
114;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012265;150;0;150;2;2;0;154;279
115;CAJAMARCA;CHOTA;CHOROPAMPA;IE SAN FRANCISCO;012267;168;1;169;0;0;0;169;279
116;CAJAMARCA;CHOTA;PION;IE JOSE MANUEL OSORES;012197;150;3;153;0;9;0;162;295
117;CAJAMARCA;CHOTA;TACABAMBA;IE 10446 SALOMON DIAZ;012222;177;3;180;0;7;0;187;300
118;CAJAMARCA;CHOTA;TACABAMBA;IE 10446 SALOMON DIAZ;012226;183;0;183;0;19;0;202;300
119;CAJAMARCA;CHOTA;TACABAMBA;IE 10446 SALOMON DIAZ;012232;161;2;163;2;1;0;166;300
120;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900899;195;3;198;1;1;0;200;278
121;CAJAMARCA;CHOTA;TACABAMBA;IE 10460 LA PUCARA;900900;190;1;191;0;7;0;198;278
