ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
142;SAN MARTIN;MARISCAL CACERES;PACHIZA;IE 0480 JOSE GABRIEL CONDORCANQUI NOGUERA;073014;0;0;0;0;99;0;99;230
143;SAN MARTIN;TOCACHE;TOCACHE;0228;073998;0;0;0;0;239;0;239;300
144;SAN MARTIN;TOCACHE;UCHIZA;IE 0426 INMACULADA CONCEPCION;074160;0;0;0;0;88;0;88;280
145;TUMBES;TUMBES;TUMBES;IEI 049 MIS PRIMEROS PASOS;075508;0;0;0;0;52;0;52;57
146;UCAYALI;CORONEL PORTILLO;CALLERIA;CEBA - EL ARENAL;078755;0;0;0;0;231;0;231;300
147;UCAYALI;CORONEL PORTILLO;YARINACOCHA;IE 64096;079164;0;0;0;0;199;0;199;300
148;UCAYALI;PADRE ABAD;CURIMANA;IE CURIMANA;079770;0;0;0;0;294;0;294;294
149;LIMA;HUARAL;CHANCAY;20799 DANIEL ALCIDES CARRION;060366;0;0;0;0;300;0;300;300
150;LIMA;HUAURA;HUACHO;IE 20318 JOSE A MACNAMARA IEI 658 FE Y ALEGRIA;059172;0;0;0;0;54;0;54;300
151;LIMA;HUAURA;HUALMAY;IEP LICEO ESPAÑOL SAN JUAN BAUTISTA;059243;0;0;0;0;300;0;300;300
152;LIMA;HUAURA;SAYAN;IE 20849 JOSE FAUSTINO SANCHEZ CARRION;902261;0;0;0;0;242;0;242;282
153;LIMA;LIMA;ATE;206 HUELLITAS DE AMOR;034521;0;0;0;0;256;0;256;300
154;LIMA;LIMA;ATE;IE 1270 JUAN EL BAUTISTA;035919;0;0;0;0;231;0;231;300
155;LIMA;LIMA;ATE;LOSA DEPORTIVA NIÑO JESUS II ETAPA;035765;0;0;0;0;193;0;193;300
156;LIMA;LIMA;BARRANCO;02 LAURA ALVA SALDAÑA;044552;0;0;0;0;224;0;224;269
157;LIMA;LIMA;BARRANCO;IE 7049 CAP FAP JOSE ABELARDO QUIÑONES GONZALES;044649;0;0;0;0;216;0;216;300
158;LIMA;LIMA;BREÑA;POLITECNICO SALESIANO - SALESTEC;036224;0;0;0;0;300;0;300;300
159;LIMA;LIMA;CARABAYLLO;SANTA ROSA DE VILLA;036548;0;0;0;0;205;0;205;300
160;LIMA;LIMA;CHORRILLOS;IE 7066 ANDRES AVELINO CACERES;039101;0;0;0;0;300;0;300;300
161;LIMA;LIMA;CHORRILLOS;IE 7076 BRISAS DE VILLA;039152;0;0;0;0;236;0;236;300
162;LIMA;LIMA;COMAS;888 SEÑOR DE LOS MILAGROS;037138;0;0;0;0;263;0;263;300
163;LIMA;LIMA;COMAS;ESTADIO TEOFILO CUBILLAS;038125;0;0;0;0;250;0;250;300
164;LIMA;LIMA;COMAS;IE 2022 SINCHI ROCA;037468;0;0;0;0;261;0;261;300
165;LIMA;LIMA;COMAS;IE PERUANO SUIZO;037954;0;0;0;0;283;0;283;300
166;LIMA;LIMA;EL AGUSTINO;IE GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY;051020;0;0;0;0;250;0;250;300
167;LIMA;LIMA;EL AGUSTINO;IE PARROQUIAL APOSTOL SAN PEDRO;051128;0;0;0;0;168;0;168;300
168;LIMA;LIMA;INDEPENDENCIA;POLIDEPORTIVO LAS AMERICAS;050526;0;0;0;0;241;0;241;300
169;LIMA;LIMA;JESUS MARIA;CEBE 08 PERU HOLANDA;049721;0;0;0;0;285;0;285;300
170;LIMA;LIMA;JESUS MARIA;CIRCULO MILITAR;049668;0;0;0;0;240;0;240;300
171;LIMA;LIMA;JESUS MARIA;IE 091 SEÑOR DE LOS MILAGROS;049991;0;0;0;0;283;0;283;300
172;LIMA;LIMA;LA VICTORIA;COLEGIO SACO OLIVEROS;039512;0;0;0;0;233;0;233;300
173;LIMA;LIMA;LA VICTORIA;COMPLEJO DEPORTIVO OSCAR R. BENAVIDES;039521;0;0;0;0;227;0;227;300
174;LIMA;LIMA;LA VICTORIA;IE 1123 SAGRADO CORAZON DE JESUS;039746;0;0;0;0;234;0;234;300
175;LIMA;LIMA;LIMA;106 RAMON ESPINOSA;033289;0;0;0;0;229;0;229;300
176;LIMA;LIMA;LIMA;IE 1157 JULIO C. TELLO R.;034161;0;0;0;0;254;0;254;300
177;LIMA;LIMA;LIMA;IE 1162 DIVINO NIÑO JESUS;033767;0;0;0;0;221;0;221;300
178;LIMA;LIMA;LIMA;IE 1168 HEROES DEL CENEPA;033779;0;0;0;0;216;0;216;300
179;LIMA;LIMA;LIMA;IE NUESTRA SEÑORA DE GUADALUPE;034235;0;0;0;0;213;0;213;300
180;LIMA;LIMA;LIMA;PILOTO FEMENINO DE LIMA;033563;48;0;48;2;35;0;85;300
181;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - ESCUELA DE POST GRADO;033587;0;0;0;0;217;0;217;300
182;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - FACULTAD DE DERECHO Y CIENCIAS POLÍTI;033865;0;0;0;0;238;0;238;300
183;LIMA;LIMA;LOS OLIVOS;IE 2015 MANUEL GONZALES PRADA;057344;0;0;0;0;0;0;0;300
184;LIMA;LIMA;LOS OLIVOS;IE 2092 CRISTO MORADO;057464;0;0;0;0;300;0;300;300
185;LIMA;LIMA;MAGDALENA DEL MAR;HOSPITAL LARCO HERRERA;041718;0;0;0;0;204;0;204;300
186;LIMA;LIMA;PACHACAMAC;IEP SAN PEDRO;042456;0;0;0;0;270;0;270;270
187;LIMA;LIMA;PUENTE PIEDRA;8180 CELSO LINO RICALDI;042944;0;0;0;0;241;0;241;300
188;LIMA;LIMA;PUENTE PIEDRA;ESTADIO SANTA ROSA DE PUENTE PIEDRA;043510;0;0;0;0;161;0;161;300
189;LIMA;LIMA;PUENTE PIEDRA;IE 2081 PERU SUIZA;043286;0;0;0;0;300;0;300;300
190;LIMA;LIMA;PUENTE PIEDRA;IE 5168 ROSA LUZ;043380;0;0;0;0;255;0;255;300
191;LIMA;LIMA;PUENTE PIEDRA;IEP LOS CERVANTINOS;043463;0;0;0;0;300;0;300;300
192;LIMA;LIMA;RIMAC;CEBA - 3016 RICARDO QUIMPER EX-3035;044191;0;0;0;0;235;0;235;300
193;LIMA;LIMA;RIMAC;ESTHER CACERES SALGADO;043753;0;0;0;0;63;0;63;300
194;LIMA;LIMA;SAN BORJA;PARQUE ARAMBURU;055492;0;0;0;0;199;0;199;275
195;LIMA;LIMA;SAN ISIDRO;COLEGIO SAGRADO CORAZON SOPHIANUM;044382;0;0;0;0;261;0;261;300
196;LIMA;LIMA;SAN JUAN DE LURIGANCHO;0141 VIRGEN DE COCHARCAS;052363;0;0;0;0;130;0;130;300
197;LIMA;LIMA;SAN JUAN DE LURIGANCHO;0156 EL PORVENIR;052377;0;0;0;0;246;0;246;300
